N,P,K,pH,Humidity,Temperature,Rainfall,CropYield,District,SoilType,CropName
71,36,56,5.5,82,25,1800,3050,Murshidabad,Alluvial Soil,Potato
69,34,54,5.5,82,25,1800,2950,Murshidabad,Alluvial Soil,Potato
73,38,58,5.5,82,25,1800,3150,Murshidabad,Alluvial Soil,Potato
67,32,52,5.5,82,25,1800,2850,Murshidabad,Alluvial Soil,Potato
75,40,60,5.5,82,25,1800,3250,Murshidabad,Alluvial Soil,Potato
70,35,55,5.5,82,25,1800,3000,Murshidabad,Alluvial Soil,Potato
72,37,57,5.5,82,25,1800,3100,Murshidabad,Alluvial Soil,Potato
68,33,53,5.5,82,25,1800,2900,Murshidabad,Alluvial Soil,Potato
74,39,59,5.5,82,25,1800,3200,Murshidabad,Alluvial Soil,Potato
71,36,56,5.5,82,25,1800,3050,Murshidabad,Alluvial Soil,Potato
70,35,55,5.5,82,25,1800,3000,Murshidabad,Alluvial Soil,Potato
72,37,57,5.5,82,25,1800,3100,Murshidabad,Alluvial Soil,Potato
68,33,53,5.5,82,25,1800,2900,Murshidabad,Alluvial Soil,Potato
74,39,59,5.5,82,25,1800,3200,Murshidabad,Alluvial Soil,Potato
71,36,56,5.5,82,25,1800,3050,Murshidabad,Alluvial Soil,Potato
69,34,54,5.5,82,25,1800,2950,Murshidabad,Alluvial Soil,Potato
73,38,58,5.5,82,25,1800,3150,Murshidabad,Alluvial Soil,Potato
67,32,52,5.5,82,25,1800,2850,Murshidabad,Alluvial Soil,Potato
75,40,60,5.5,82,25,1800,3250,Murshidabad,Alluvial Soil,Potato
70,35,55,5.5,82,25,1800,3000,Murshidabad,Alluvial Soil,Potato
72,37,57,5.5,82,25,1800,3100,Murshidabad,Alluvial Soil,Potato
68,33,53,5.5,82,25,1800,2900,Murshidabad,Alluvial Soil,Potato
74,39,59,5.5,82,25,1800,3200,Murshidabad,Alluvial Soil,Potato
71,36,56,5.5,82,25,1800,3050,Murshidabad,Alluvial Soil,Potato
69,34,54,5.5,82,25,1800,2950,Murshidabad,Alluvial Soil,Potato
73,38,58,5.5,82,25,1800,3150,Murshidabad,Alluvial Soil,Potato
67,32,52,5.5,82,25,1800,2850,Murshidabad,Alluvial Soil,Potato
75,40,60,5.5,82,25,1800,3250,Murshidabad,Alluvial Soil,Potato
70,35,55,5.5,82,25,1800,3000,Murshidabad,Alluvial Soil,Potato
72,37,57,5.5,82,25,1800,3100,Murshidabad,Alluvial Soil,Potato
69,34,54,5.5,82,25,1800,3050,Murshidabad,Alluvial Soil,Potato
80,40,60,5.8,85,23,1800,8000,Murshidabad,Alluvial Soil,Sugarcane
82,42,62,5.8,85,23,1800,8200,Murshidabad,Alluvial Soil,Sugarcane
78,38,58,5.8,85,23,1800,7900,Murshidabad,Alluvial Soil,Sugarcane
84,44,64,5.8,85,23,1800,8400,Murshidabad,Alluvial Soil,Sugarcane
79,39,59,5.8,85,23,1800,8100,Murshidabad,Alluvial Soil,Sugarcane
80,40,60,5.8,85,23,1800,8000,Murshidabad,Alluvial Soil,Sugarcane
82,42,62,5.8,85,23,1800,8200,Murshidabad,Alluvial Soil,Sugarcane
78,38,58,5.8,85,23,1800,7900,Murshidabad,Alluvial Soil,Sugarcane
84,44,64,5.8,85,23,1800,8400,Murshidabad,Alluvial Soil,Sugarcane
79,39,59,5.8,85,23,1800,8100,Murshidabad,Alluvial Soil,Sugarcane
80,40,60,5.8,85,23,1800,8000,Murshidabad,Alluvial Soil,Sugarcane
82,42,62,5.8,85,23,1800,8200,Murshidabad,Alluvial Soil,Sugarcane
78,38,58,5.8,85,23,1800,7900,Murshidabad,Alluvial Soil,Sugarcane
84,44,64,5.8,85,23,1800,8400,Murshidabad,Alluvial Soil,Sugarcane
79,39,59,5.8,85,23,1800,8100,Murshidabad,Alluvial Soil,Sugarcane
80,40,60,5.8,85,23,1800,8000,Murshidabad,Alluvial Soil,Sugarcane
82,42,62,5.8,85,23,1800,8200,Murshidabad,Alluvial Soil,Sugarcane
78,38,58,5.8,85,23,1800,7900,Murshidabad,Alluvial Soil,Sugarcane
84,44,64,5.8,85,23,1800,8400,Murshidabad,Alluvial Soil,Sugarcane
79,39,59,5.8,85,23,1800,8100,Murshidabad,Alluvial Soil,Sugarcane
80,40,60,5.8,85,23,1800,8000,Murshidabad,Alluvial Soil,Sugarcane
82,42,62,5.8,85,23,1800,8200,Murshidabad,Alluvial Soil,Sugarcane
78,38,58,5.8,85,23,1800,7900,Murshidabad,Alluvial Soil,Sugarcane
84,44,64,5.8,85,23,1800,8400,Murshidabad,Alluvial Soil,Sugarcane
79,39,59,5.8,85,23,1800,8100,Murshidabad,Alluvial Soil,Sugarcane
82,42,60,5.8,85,23,1800,8000,Murshidabad,Alluvial Soil,Sugarcane
78,40,62,5.8,85,23,1800,8200,Murshidabad,Alluvial Soil,Sugarcane
84,44,58,5.8,85,23,1800,7900,Murshidabad,Alluvial Soil,Sugarcane
79,39,64,5.8,85,23,1800,8400,Murshidabad,Alluvial Soil,Sugarcane
80,38,59,5.8,85,23,1800,8100,Murshidabad,Alluvial Soil,Sugarcane
82,40,58,5.8,85,23,1800,8000,Murshidabad,Alluvial Soil,Sugarcane
78,42,59,5.8,85,23,1800,8200,Murshidabad,Alluvial Soil,Sugarcane
84,38,62,5.8,85,23,1800,7900,Murshidabad,Alluvial Soil,Sugarcane
79,44,60,5.8,85,23,1800,8400,Murshidabad,Alluvial Soil,Sugarcane
80,39,64,5.8,85,23,1800,8100,Murshidabad,Alluvial Soil,Sugarcane
82,40,60,5.8,85,23,1800,8000,Murshidabad,Alluvial Soil,Sugarcane
78,38,62,5.8,85,23,1800,8200,Murshidabad,Alluvial Soil,Sugarcane
84,44,59,5.8,85,23,1800,7900,Murshidabad,Alluvial Soil,Sugarcane
79,39,58,5.8,85,23,1800,8400,Murshidabad,Alluvial Soil,Sugarcane
80,42,62,5.8,85,23,1800,8100,Murshidabad,Alluvial Soil,Sugarcane
60,30,50,5.7,78,25,1600,2500,Murshidabad,Alluvial Soil,Maize
62,32,52,5.7,78,25,1600,2600,Murshidabad,Alluvial Soil,Maize
58,28,48,5.7,78,25,1600,2400,Murshidabad,Alluvial Soil,Maize
64,34,54,5.7,78,25,1600,2700,Murshidabad,Alluvial Soil,Maize
59,29,49,5.7,78,25,1600,2550,Murshidabad,Alluvial Soil,Maize
63,31,53,5.7,78,25,1600,2650,Murshidabad,Alluvial Soil,Maize
65,33,55,5.7,78,25,1600,2750,Murshidabad,Alluvial Soil,Maize
61,29,51,5.7,78,25,1600,2575,Murshidabad,Alluvial Soil,Maize
67,35,57,5.7,78,25,1600,2850,Murshidabad,Alluvial Soil,Maize
69,37,59,5.7,78,25,1600,2950,Murshidabad,Alluvial Soil,Maize
70,38,60,5.7,78,25,1600,3000,Murshidabad,Alluvial Soil,Maize
72,40,62,5.7,78,25,1600,3100,Murshidabad,Alluvial Soil,Maize
73,41,63,5.7,78,25,1600,3150,Murshidabad,Alluvial Soil,Maize
75,43,65,5.7,78,25,1600,3250,Murshidabad,Alluvial Soil,Maize
76,44,66,5.7,78,25,1600,3300,Murshidabad,Alluvial Soil,Maize
78,46,68,5.7,78,25,1600,3400,Murshidabad,Alluvial Soil,Maize
80,48,70,5.7,78,25,1600,3500,Murshidabad,Alluvial Soil,Maize
81,49,71,5.7,78,25,1600,3550,Murshidabad,Alluvial Soil,Maize
83,51,73,5.7,78,25,1600,3650,Murshidabad,Alluvial Soil,Maize
84,52,74,5.7,78,25,1600,3700,Murshidabad,Alluvial Soil,Maize
86,54,76,5.7,78,25,1600,3800,Murshidabad,Alluvial Soil,Maize
87,55,77,5.7,78,25,1600,3850,Murshidabad,Alluvial Soil,Maize
89,57,79,5.7,78,25,1600,3950,Murshidabad,Alluvial Soil,Maize
90,58,80,5.7,78,25,1600,4000,Murshidabad,Alluvial Soil,Maize
92,60,82,5.7,78,25,1600,4100,Murshidabad,Alluvial Soil,Maize
93,61,83,5.7,78,25,1600,4150,Murshidabad,Alluvial Soil,Maize
95,63,85,5.7,78,25,1600,4250,Murshidabad,Alluvial Soil,Maize
96,64,86,5.7,78,25,1600,4300,Murshidabad,Alluvial Soil,Maize
98,66,88,5.7,78,25,1600,4400,Murshidabad,Alluvial Soil,Maize
99,67,89,5.7,78,25,1600,4450,Murshidabad,Alluvial Soil,Maize
101,69,91,5.7,78,25,1600,4550,Murshidabad,Alluvial Soil,Maize
102,70,92,5.7,78,25,1600,4600,Murshidabad,Alluvial Soil,Maize
104,72,94,5.7,78,25,1600,4700,Murshidabad,Alluvial Soil,Maize
105,73,95,5.7,78,25,1600,4750,Murshidabad,Alluvial Soil,Maize
107,75,97,5.7,78,25,1600,4850,Murshidabad,Alluvial Soil,Maize
108,76,98,5.7,78,25,1600,4900,Murshidabad,Alluvial Soil,Maize
110,78,100,5.7,78,25,1600,5000,Murshidabad,Alluvial Soil,Maize
111,79,101,5.7,78,25,1600,5050,Murshidabad,Alluvial Soil,Maize
113,81,103,5.7,78,25,1600,5150,Murshidabad,Alluvial Soil,Maize
114,82,104,5.7,78,25,1600,5200,Murshidabad,Alluvial Soil,Maize
116,84,106,5.7,78,25,1600,5300,Murshidabad,Alluvial Soil,Maize
100,50,70,5.7,80,25,1600,2000,Paschim Medinipur (West Medinipur),Red Soil,Rice
105,55,75,5.7,82,24,1700,1900,Paschim Medinipur (West Medinipur),Red Soil,Rice
98,48,66,5.8,79,26,1550,2050,Paschim Medinipur (West Medinipur),Red Soil,Rice
102,52,72,5.9,81,23,1650,1980,Paschim Medinipur (West Medinipur),Red Soil,Rice
97,47,65,5.7,83,24,1750,1920,Paschim Medinipur (West Medinipur),Red Soil,Rice
103,53,73,6,84,25,1680,1950,Paschim Medinipur (West Medinipur),Red Soil,Rice
106,56,76,6.1,85,26,1720,1880,Paschim Medinipur (West Medinipur),Red Soil,Rice
99,49,67,6.2,86,27,1600,2100,Paschim Medinipur (West Medinipur),Red Soil,Rice
101,51,71,6.3,87,28,1620,2030,Paschim Medinipur (West Medinipur),Red Soil,Rice
104,54,74,6.4,88,29,1640,1960,Paschim Medinipur (West Medinipur),Red Soil,Rice
107,57,77,6.5,89,30,1660,1890,Paschim Medinipur (West Medinipur),Red Soil,Rice
108,58,78,6.6,90,31,1580,2110,Paschim Medinipur (West Medinipur),Red Soil,Rice
110,60,80,6.7,91,32,1600,2040,Paschim Medinipur (West Medinipur),Red Soil,Rice
112,62,82,6.8,92,33,1620,1970,Paschim Medinipur (West Medinipur),Red Soil,Rice
114,64,84,6.9,93,34,1640,1900,Paschim Medinipur (West Medinipur),Red Soil,Rice
116,66,86,7,94,35,1660,2130,Paschim Medinipur (West Medinipur),Red Soil,Rice
118,68,88,7.1,95,36,1680,2060,Paschim Medinipur (West Medinipur),Red Soil,Rice
120,70,90,7.2,96,37,1700,1990,Paschim Medinipur (West Medinipur),Red Soil,Rice
122,72,92,7.3,97,38,1720,1920,Paschim Medinipur (West Medinipur),Red Soil,Rice
124,74,94,7.4,98,39,1740,2150,Paschim Medinipur (West Medinipur),Red Soil,Rice
126,76,96,7.5,99,40,1760,2080,Paschim Medinipur (West Medinipur),Red Soil,Rice
128,78,98,7.6,100,41,1780,2010,Paschim Medinipur (West Medinipur),Red Soil,Rice
130,80,100,7.7,101,42,1800,1940,Paschim Medinipur (West Medinipur),Red Soil,Rice
40,20,30,5.5,85,28,1200,800,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
45,25,35,5.6,84,27,1300,850,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
38,18,28,5.4,86,29,1150,780,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
42,22,32,5.7,83,26,1250,820,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
37,17,27,5.3,87,30,1100,750,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
39,19,29,5.8,82,25,1160,790,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
41,21,31,5.2,88,31,1220,830,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
44,24,34,5.9,81,24,1280,860,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
36,16,26,5.1,89,32,1080,720,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
43,23,33,5,80,23,1240,840,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
46,26,36,4.9,79,22,1320,870,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
35,15,25,4.8,78,21,1060,710,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
47,27,37,4.7,77,20,1340,880,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
34,14,24,4.6,76,19,1040,690,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
48,28,38,4.5,75,18,1360,890,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
33,13,23,4.4,74,17,1020,670,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
49,29,39,4.3,73,16,1380,900,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
32,12,22,4.2,72,15,1000,650,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
50,30,40,4.1,71,14,1400,910,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
31,11,21,4,70,13,980,630,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
51,31,41,6,90,33,1420,920,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
30,10,20,6.1,91,34,960,610,Paschim Medinipur (West Medinipur),Red Soil,Groundnut
52,32,42,6.2,92,35,1440,930,Paschim Medinipur (West Medinipur),Red Soil,Groundnu
25,12,20,5.5,80,28,950,400,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
30,15,25,5.7,82,24,1000,420,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
22,10,18,5.3,78,26,900,380,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
28,14,22,5.6,81,23,980,400,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
25,12,20,5.5,80,28,950,400,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
30,15,25,5.7,82,24,1000,420,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
22,10,18,5.3,78,26,900,380,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
28,14,22,5.6,81,23,980,400,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
25,12,20,5.5,80,28,950,400,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
30,15,25,5.7,82,24,1000,420,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
22,10,18,5.3,78,26,900,380,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
28,14,22,5.6,81,23,980,400,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
25,12,20,5.5,80,28,950,400,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
30,15,25,5.7,82,24,1000,420,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
22,10,18,5.3,78,26,900,380,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
28,14,22,5.6,81,23,980,400,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
27,13,21,5.4,79,27,920,380,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
23,11,19,5.2,76,25,870,360,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
26,14,22,5.5,78,26,930,390,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
29,16,24,5.6,81,23,970,410,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
24,12,20,5.3,77,24,890,370,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
27,13,21,5.4,79,27,920,380,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
23,11,19,5.2,76,25,870,360,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
26,14,22,5.5,78,26,930,390,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
29,16,24,5.6,81,23,970,410,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
24,12,20,5.3,77,24,890,370,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
27,13,21,5.4,79,27,920,380,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
23,11,19,5.2,76,25,870,360,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
26,14,22,5.5,78,26,930,390,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
29,16,24,5.6,81,23,970,410,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
24,12,20,5.3,77,24,890,370,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
27,13,21,5.4,79,27,920,380,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
23,11,19,5.2,76,25,870,360,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
26,14,22,5.5,78,26,930,390,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
29,16,24,5.6,81,23,970,410,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
24,12,20,5.3,77,24,890,370,Paschim Medinipur (West Medinipur),Red Soil,Mung Bean
45,22,35,6.2,80,28,1300,900,South 24 Parganas,Coastal Alluvial Soil,Brinjal
50,27,40,6,82,26,1400,950,South 24 Parganas,Coastal Alluvial Soil,Brinjal
42,20,32,6.3,78,27,1250,880,South 24 Parganas,Coastal Alluvial Soil,Brinjal
48,25,38,6.1,81,25,1350,920,South 24 Parganas,Coastal Alluvial Soil,Brinjal
40,18,30,6.4,77,24,1200,850,South 24 Parganas,Coastal Alluvial Soil,Brinjal
45,22,35,6.2,80,28,1300,900,South 24 Parganas,Coastal Alluvial Soil,Brinjal
50,27,40,6,82,26,1400,950,South 24 Parganas,Coastal Alluvial Soil,Brinjal
42,20,32,6.3,78,27,1250,880,South 24 Parganas,Coastal Alluvial Soil,Brinjal
48,25,38,6.1,81,25,1350,920,South 24 Parganas,Coastal Alluvial Soil,Brinjal
40,18,30,6.4,77,24,1200,850,South 24 Parganas,Coastal Alluvial Soil,Brinjal
45,22,35,6.2,80,28,1300,900,South 24 Parganas,Coastal Alluvial Soil,Brinjal
50,27,40,6,82,26,1400,950,South 24 Parganas,Coastal Alluvial Soil,Brinjal
42,20,32,6.3,78,27,1250,880,South 24 Parganas,Coastal Alluvial Soil,Brinjal
48,25,38,6.1,81,25,1350,920,South 24 Parganas,Coastal Alluvial Soil,Brinjal
40,18,30,6.4,77,24,1200,850,South 24 Parganas,Coastal Alluvial Soil,Brinjal
45,22,35,6.2,80,28,1300,900,South 24 Parganas,Coastal Alluvial Soil,Brinjal
50,27,40,6,82,26,1400,950,South 24 Parganas,Coastal Alluvial Soil,Brinjal
42,20,32,6.3,78,27,1250,880,South 24 Parganas,Coastal Alluvial Soil,Brinjal
48,25,38,6.1,81,25,1350,920,South 24 Parganas,Coastal Alluvial Soil,Brinjal
40,18,30,6.4,77,24,1200,850,South 24 Parganas,Coastal Alluvial Soil,Brinjal
47,24,36,6.3,79,29,1350,920,South 24 Parganas,Coastal Alluvial Soil,Brinjal
43,21,33,6.5,76,30,1250,890,South 24 Parganas,Coastal Alluvial Soil,Brinjal
49,26,39,6.2,82,28,1400,930,South 24 Parganas,Coastal Alluvial Soil,Brinjal
46,23,37,6.4,80,27,1300,910,South 24 Parganas,Coastal Alluvial Soil,Brinjal
44,22,34,6.1,78,26,1275,900,South 24 Parganas,Coastal Alluvial Soil,Brinjal
47,24,36,6.3,79,29,1350,920,South 24 Parganas,Coastal Alluvial Soil,Brinjal
43,21,33,6.5,76,30,1250,890,South 24 Parganas,Coastal Alluvial Soil,Brinjal
49,26,39,6.2,82,28,1400,930,South 24 Parganas,Coastal Alluvial Soil,Brinjal
46,23,37,6.4,80,27,1300,910,South 24 Parganas,Coastal Alluvial Soil,Brinjal
44,22,34,6.1,78,26,1275,900,South 24 Parganas,Coastal Alluvial Soil,Brinjal
47,24,36,6.3,79,29,1350,920,South 24 Parganas,Coastal Alluvial Soil,Brinjal
43,21,33,6.5,76,30,1250,890,South 24 Parganas,Coastal Alluvial Soil,Brinjal
49,26,39,6.2,82,28,1400,930,South 24 Parganas,Coastal Alluvial Soil,Brinjal
46,23,37,6.4,80,27,1300,910,South 24 Parganas,Coastal Alluvial Soil,Brinjal
44,22,34,6.1,78,26,1275,900,South 24 Parganas,Coastal Alluvial Soil,Brinjal
47,24,36,6.3,79,29,1350,920,South 24 Parganas,Coastal Alluvial Soil,Brinjal
43,21,33,6.5,76,30,1250,890,South 24 Parganas,Coastal Alluvial Soil,Brinjal
49,26,39,6.2,82,28,1400,930,South 24 Parganas,Coastal Alluvial Soil,Brinjal
46,23,37,6.4,80,27,1300,910,South 24 Parganas,Coastal Alluvial Soil,Brinjal
44,22,34,6.1,78,26,1275,900,South 24 Parganas,Coastal Alluvial Soil,Brinjal
55,30,45,6.5,85,28,1600,1100,South 24 Parganas,Coastal Alluvial Soil,Okra
60,35,50,6.7,87,26,1700,1200,South 24 Parganas,Coastal Alluvial Soil,Okra
52,28,43,6.4,83,27,1550,1050,South 24 Parganas,Coastal Alluvial Soil,Okra
58,33,48,6.6,86,25,1650,1150,South 24 Parganas,Coastal Alluvial Soil,Okra
50,25,40,6.3,82,24,1500,1000,South 24 Parganas,Coastal Alluvial Soil,Okra
55,30,45,6.5,85,28,1600,1100,South 24 Parganas,Coastal Alluvial Soil,Okra
60,35,50,6.7,87,26,1700,1200,South 24 Parganas,Coastal Alluvial Soil,Okra
52,28,43,6.4,83,27,1550,1050,South 24 Parganas,Coastal Alluvial Soil,Okra
58,33,48,6.6,86,25,1650,1150,South 24 Parganas,Coastal Alluvial Soil,Okra
50,25,40,6.3,82,24,1500,1000,South 24 Parganas,Coastal Alluvial Soil,Okra
55,30,45,6.5,85,28,1600,1100,South 24 Parganas,Coastal Alluvial Soil,Okra
60,35,50,6.7,87,26,1700,1200,South 24 Parganas,Coastal Alluvial Soil,Okra
52,28,43,6.4,83,27,1550,1050,South 24 Parganas,Coastal Alluvial Soil,Okra
58,33,48,6.6,86,25,1650,1150,South 24 Parganas,Coastal Alluvial Soil,Okra
50,25,40,6.3,82,24,1500,1000,South 24 Parganas,Coastal Alluvial Soil,Okra
55,30,45,6.5,85,28,1600,1100,South 24 Parganas,Coastal Alluvial Soil,Okra
60,35,50,6.7,87,26,1700,1200,South 24 Parganas,Coastal Alluvial Soil,Okra
52,28,43,6.4,83,27,1550,1050,South 24 Parganas,Coastal Alluvial Soil,Okra
58,33,48,6.6,86,25,1650,1150,South 24 Parganas,Coastal Alluvial Soil,Okra
50,25,40,6.3,82,24,1500,1000,South 24 Parganas,Coastal Alluvial Soil,Okra
57,32,47,6.8,88,29,1750,1250,South 24 Parganas,Coastal Alluvial Soil,Okra
53,29,44,6.5,84,28,1625,1080,South 24 Parganas,Coastal Alluvial Soil,Okra
59,34,49,6.7,86,27,1680,1180,South 24 Parganas,Coastal Alluvial Soil,Okra
55,31,46,6.6,89,26,1720,1220,South 24 Parganas,Coastal Alluvial Soil,Okra
51,26,41,6.4,83,25,1560,1030,South 24 Parganas,Coastal Alluvial Soil,Okra
57,32,47,6.8,88,29,1750,1250,South 24 Parganas,Coastal Alluvial Soil,Okra
53,29,44,6.5,84,28,1625,1080,South 24 Parganas,Coastal Alluvial Soil,Okra
59,34,49,6.7,86,27,1680,1180,South 24 Parganas,Coastal Alluvial Soil,Okra
55,31,46,6.6,89,26,1720,1220,South 24 Parganas,Coastal Alluvial Soil,Okra
51,26,41,6.4,83,25,1560,1030,South 24 Parganas,Coastal Alluvial Soil,Okra
57,32,47,6.8,88,29,1750,1250,South 24 Parganas,Coastal Alluvial Soil,Okra
53,29,44,6.5,84,28,1625,1080,South 24 Parganas,Coastal Alluvial Soil,Okra
59,34,49,6.7,86,27,1680,1180,South 24 Parganas,Coastal Alluvial Soil,Okra
55,31,46,6.6,89,26,1720,1220,South 24 Parganas,Coastal Alluvial Soil,Okra
51,26,41,6.4,83,25,1560,1030,South 24 Parganas,Coastal Alluvial Soil,Okra
57,32,47,6.8,88,29,1750,1250,South 24 Parganas,Coastal Alluvial Soil,Okra
53,29,44,6.5,84,28,1625,1080,South 24 Parganas,Coastal Alluvial Soil,Okra
59,34,49,6.7,86,27,1680,1180,South 24 Parganas,Coastal Alluvial Soil,Okra
55,31,46,6.6,89,26,1720,1220,South 24 Parganas,Coastal Alluvial Soil,Okra
51,26,41,6.4,83,25,1560,1030,South 24 Parganas,Coastal Alluvial Soil,Okra
40,18,30,5.9,81,23,1200,700,South 24 Parganas,Coastal Alluvial Soil,Green Gram
45,22,35,5.7,83,22,1300,750,South 24 Parganas,Coastal Alluvial Soil,Green Gram
38,15,28,6,80,24,1150,680,South 24 Parganas,Coastal Alluvial Soil,Green Gram
42,20,32,5.8,82,26,1250,720,South 24 Parganas,Coastal Alluvial Soil,Green Gram
37,17,27,6.1,79,25,1100,670,South 24 Parganas,Coastal Alluvial Soil,Green Gram
40,18,30,5.9,81,23,1200,700,South 24 Parganas,Coastal Alluvial Soil,Green Gram
45,22,35,5.7,83,22,1300,750,South 24 Parganas,Coastal Alluvial Soil,Green Gram
38,15,28,6,80,24,1150,680,South 24 Parganas,Coastal Alluvial Soil,Green Gram
42,20,32,5.8,82,26,1250,720,South 24 Parganas,Coastal Alluvial Soil,Green Gram
37,17,27,6.1,79,25,1100,670,South 24 Parganas,Coastal Alluvial Soil,Green Gram
40,18,30,5.9,81,23,1200,700,South 24 Parganas,Coastal Alluvial Soil,Green Gram
45,22,35,5.7,83,22,1300,750,South 24 Parganas,Coastal Alluvial Soil,Green Gram
38,15,28,6,80,24,1150,680,South 24 Parganas,Coastal Alluvial Soil,Green Gram
42,20,32,5.8,82,26,1250,720,South 24 Parganas,Coastal Alluvial Soil,Green Gram
37,17,27,6.1,79,25,1100,670,South 24 Parganas,Coastal Alluvial Soil,Green Gram
40,18,30,5.9,81,23,1200,700,South 24 Parganas,Coastal Alluvial Soil,Green Gram
45,22,35,5.7,83,22,1300,750,South 24 Parganas,Coastal Alluvial Soil,Green Gram
38,15,28,6,80,24,1150,680,South 24 Parganas,Coastal Alluvial Soil,Green Gram
42,20,32,5.8,82,26,1250,720,South 24 Parganas,Coastal Alluvial Soil,Green Gram
37,17,27,6.1,79,25,1100,670,South 24 Parganas,Coastal Alluvial Soil,Green Gram
48,23,33,5.7,80,22,1220,690,South 24 Parganas,Coastal Alluvial Soil,Green Gram
43,19,31,5.6,82,21,1150,660,South 24 Parganas,Coastal Alluvial Soil,Green Gram
39,16,29,5.8,79,23,1180,670,South 24 Parganas,Coastal Alluvial Soil,Green Gram
41,21,34,5.9,81,25,1240,710,South 24 Parganas,Coastal Alluvial Soil,Green Gram
36,18,27,5.5,78,20,1100,640,South 24 Parganas,Coastal Alluvial Soil,Green Gram
47,22,32,5.8,80,23,1200,680,South 24 Parganas,Coastal Alluvial Soil,Green Gram
44,20,30,5.7,82,22,1160,650,South 24 Parganas,Coastal Alluvial Soil,Green Gram
38,17,28,5.6,79,21,1130,660,South 24 Parganas,Coastal Alluvial Soil,Green Gram
42,19,33,5.9,81,24,1220,700,South 24 Parganas,Coastal Alluvial Soil,Green Gram
37,15,26,5.5,78,20,1090,630,South 24 Parganas,Coastal Alluvial Soil,Green Gram
48,23,33,5.7,80,22,1220,690,South 24 Parganas,Coastal Alluvial Soil,Green Gram
43,19,31,5.6,82,21,1150,660,South 24 Parganas,Coastal Alluvial Soil,Green Gram
39,16,29,5.8,79,23,1180,670,South 24 Parganas,Coastal Alluvial Soil,Green Gram
41,21,34,5.9,81,25,1240,710,South 24 Parganas,Coastal Alluvial Soil,Green Gram
36,18,27,5.5,78,20,1100,640,South 24 Parganas,Coastal Alluvial Soil,Green Gram
47,22,32,5.8,80,23,1200,680,South 24 Parganas,Coastal Alluvial Soil,Green Gram
44,20,30,5.7,82,22,1160,650,South 24 Parganas,Coastal Alluvial Soil,Green Gram
