N,P,K,pH,Humidity,Temperature,Rainfall,CropYield,District,SoilType,CropName
60,25,40,6.5,75,30,1250,1200, Bardhaman,Sandy Soil,Groundnut
62,27,42,6.5,76,31,1280,1250, Bardhaman,Sandy Soil,Groundnut
58,23,38,6.5,74,29,1190,1150, Bardhaman,Sandy Soil,Groundnut
64,29,44,6.5,75,30,1200,1300, Bardhaman,Sandy Soil,Groundnut
59,24,39,6.5,75,30,1200,1180, Bardhaman,Sandy Soil,Groundnut
61,26,41,6.6,75.5,30.5,1260,1225, Bardhaman,Sandy Soil,Groundnut
63,28,43,6.6,76.5,31.5,1290,1275, Bardhaman,Sandy Soil,Groundnut
59,24,39,6.7,74.5,29.5,1205,1175, Bardhaman,Sandy Soil,Groundnut
65,30,45,6.6,75.5,30.5,1215,1325, Bardhaman,Sandy Soil,Groundnut
60.5,25.5,40.5,6.6,75.2,30.2,1255,1210, Bardhaman,Sandy Soil,Groundnut
62.5,27.5,42.5,6.7,76.2,31.2,1285,1260, Bardhaman,Sandy Soil,Groundnut
58.5,23.5,38.5,6.6,74.2,29.2,1195,1160, Bardhaman,Sandy Soil,Groundnut
64.5,29.5,44.5,6.7,75.2,30.2,1205,1310, Bardhaman,Sandy Soil,Groundnut
59.5,24.5,39.5,6.6,75.2,30.2,1205,1190, Bardhaman,Sandy Soil,Groundnut
61.5,26.5,41.5,6.7,75.7,30.7,1265,1235, Bardhaman,Sandy Soil,Groundnut
63.5,28.5,43.5,6.6,76.7,31.7,1295,1285, Bardhaman,Sandy Soil,Groundnut
59.5,24.5,39.5,6.7,74.7,29.7,1205,1175, Bardhaman,Sandy Soil,Groundnut
65.5,30.5,45.5,6.6,75.7,30.7,1215,1335, Bardhaman,Sandy Soil,Groundnut
61.2,26.2,41.2,6.6,75.4,30.4,1262.5,1225, Bardhaman,Sandy Soil,Groundnut
63.2,28.2,43.2,6.7,76.4,31.4,1292.5,1275, Bardhaman,Sandy Soil,Groundnut
59.2,24.2,39.2,6.6,74.4,29.4,1192.5,1165, Bardhaman,Sandy Soil,Groundnut
65.2,30.2,45.2,6.7,75.4,30.4,1202.5,1315, Bardhaman,Sandy Soil,Groundnut
60.2,25.2,40.2,6.6,75.4,30.4,1252.5,1215, Bardhaman,Sandy Soil,Groundnut
62.7,27.7,42.7,6.7,75.9,30.9,1282.5,1265, Bardhaman,Sandy Soil,Groundnut
64.7,29.7,44.7,6.6,76.9,31.9,1292.5,1315, Bardhaman,Sandy Soil,Groundnut
60.7,25.7,40.7,6.7,75.9,30.9,1202.5,1195, Bardhaman,Sandy Soil,Groundnut
66.7,31.7,46.7,6.6,76.9,30.9,1212.5,1345, Bardhaman,Sandy Soil,Groundnut
61.7,26.7,41.7,6.6,75.6,30.6,1262.5,1235, Bardhaman,Sandy Soil,Groundnut
63.7,28.7,43.7,6.7,76.6,31.6,1292.5,1285, Bardhaman,Sandy Soil,Groundnut
59.7,24.7,39.7,6.6,74.6,29.6,1192.5,1175, Bardhaman,Sandy Soil,Groundnut
65.7,30.7,45.7,6.7,75.6,30.6,1202.5,1325, Bardhaman,Sandy Soil,Groundnut
70,30,45,6.2,78,28,1400,1300, Bardhaman,Sandy Soil,Sorghum (Jowar)
72,32,47,6.5,79,27,1410,1350, Bardhaman,Sandy Soil,Sorghum (Jowar)
68,28,43,6.1,75,29,1490,1250, Bardhaman,Sandy Soil,Sorghum (Jowar)
74,34,49,6.2,78,28,1400,1400, Bardhaman,Sandy Soil,Sorghum (Jowar)
69,29,44,6.2,78,28,1400,1280, Bardhaman,Sandy Soil,Sorghum (Jowar)
71,31,46,6.3,78.5,28.5,1415,1325, Bardhaman,Sandy Soil,Sorghum (Jowar)
73,33,48,6.4,79.5,27.5,1425,1375, Bardhaman,Sandy Soil,Sorghum (Jowar)
69,29,44,6.3,76,29,1500,1260, Bardhaman,Sandy Soil,Sorghum (Jowar)
75,35,50,6.4,79,28,1410,1425, Bardhaman,Sandy Soil,Sorghum (Jowar)
70.5,30.5,45.5,6.3,78.2,28.2,1405,1310, Bardhaman,Sandy Soil,Sorghum (Jowar)
72.5,32.5,47.5,6.6,79.2,27.2,1415,1360, Bardhaman,Sandy Soil,Sorghum (Jowar)
68.5,28.5,43.5,6.2,75.2,29.2,1495,1260, Bardhaman,Sandy Soil,Sorghum (Jowar)
74.5,34.5,49.5,6.3,78.2,28.2,1405,1410, Bardhaman,Sandy Soil,Sorghum (Jowar)
69.5,29.5,44.5,6.3,78.2,28.2,1405,1290, Bardhaman,Sandy Soil,Sorghum (Jowar)
71.5,31.5,46.5,6.4,78.7,28.7,1420,1335, Bardhaman,Sandy Soil,Sorghum (Jowar)
73.5,33.5,48.5,6.5,79.7,27.7,1430,1385, Bardhaman,Sandy Soil,Sorghum (Jowar)
69.5,29.5,44.5,6.4,76.2,29.2,1505,1265, Bardhaman,Sandy Soil,Sorghum (Jowar)
75.5,35.5,50.5,6.5,79.2,28.2,1415,1435, Bardhaman,Sandy Soil,Sorghum (Jowar)
71.2,31.2,46.2,6.2,78.5,28.5,1410,1325, Bardhaman,Sandy Soil,Sorghum (Jowar)
73.2,33.2,48.2,6.5,79.5,27.5,1420,1375, Bardhaman,Sandy Soil,Sorghum (Jowar)
69.2,29.2,44.2,6.1,75.5,29.5,1495,1255, Bardhaman,Sandy Soil,Sorghum (Jowar)
75.2,35.2,50.2,6.2,78.5,28.5,1410,1425, Bardhaman,Sandy Soil,Sorghum (Jowar)
70.2,30.2,45.2,6.1,78.5,28.5,1410,1305, Bardhaman,Sandy Soil,Sorghum (Jowar)
72.7,32.7,47.7,6.4,79.5,27.5,1420,1355, Bardhaman,Sandy Soil,Sorghum (Jowar)
68.7,28.7,43.7,6.2,75.5,29.5,1495,1265, Bardhaman,Sandy Soil,Sorghum (Jowar)
74.7,34.7,49.7,6.3,78.5,28.5,1410,1415, Bardhaman,Sandy Soil,Sorghum (Jowar)
69.7,29.7,44.7,6.3,78.5,28.5,1410,1295, Bardhaman,Sandy Soil,Sorghum (Jowar)
71.7,31.7,46.7,6.4,79,28,1425,1340, Bardhaman,Sandy Soil,Sorghum (Jowar)
73.7,33.7,48.7,6.5,80,27,1430,1390, Bardhaman,Sandy Soil,Sorghum (Jowar)
69.7,29.7,44.7,6.4,76.5,29,1505,1270, Bardhaman,Sandy Soil,Sorghum (Jowar)
50,20,35,6,82,25,1300,1000, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
52,22,37,6.1,81,26,1350,1050, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
48,18,33,6.5,83,24,1390,950, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
54,24,39,6,82,25,1260,1100, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
49,19,34,6,82,25,1300,980, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
51,21,36,6.2,81.5,25.5,1325,1025, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
53,23,38,6.3,81.5,26.5,1375,1075, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
49,19,34,6.2,82,25,1310,985, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
55,25,40,6.3,82,25,1270,1125, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
50.5,20.5,35.5,6.2,82.2,25.2,1305,1005, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
52.5,22.5,37.5,6.3,81.2,26.2,1355,1055, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
48.5,18.5,33.5,6.4,83.2,24.2,1395,955, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
54.5,24.5,39.5,6.2,82.2,25.2,1265,1105, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
49.5,19.5,34.5,6.2,82.2,25.2,1305,985, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
51.5,21.5,36.5,6.3,81.7,25.7,1330,1030, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
53.5,23.5,38.5,6.4,81.7,26.7,1380,1080, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
49.5,19.5,34.5,6.3,82.2,25.2,1315,990, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
55.5,25.5,40.5,6.4,82.2,25.2,1275,1130, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
51.2,21.2,36.2,6,81.5,25.5,1330,1025, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
53.2,23.2,38.2,6.3,81.5,26.5,1380,1075, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
49.2,19.2,34.2,6.2,82,25,1315,995, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
55.2,25.2,40.2,6.3,82,25,1275,1140, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
50.2,20.2,35.2,6.2,82,25,1315,1010, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
52.7,22.7,37.7,6.4,81.5,26.5,1365,1060, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
54.7,24.7,39.7,6.2,82.5,25.5,1265,1110, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
50.7,20.7,35.7,6.3,82.5,25.5,1305,1020, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
56.7,26.7,40.7,6.4,82.5,25.5,1265,1150, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
51.7,21.7,36.7,6.3,82,25,1315,1035, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
53.7,23.7,38.7,6.4,82,26,1365,1085, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
49.7,19.7,34.7,6.3,82.5,25.5,1320,1005, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
55.7,25.7,40.7,6.4,82.5,25.5,1280,1145, Bardhaman,Sandy Soil,Cowpea (Black-eyed pea)
45,15,30,6.5,80,30,1200,800, Bardhaman,Sandy Soil,Okra
48,18,33,6.6,81,31,1300,850, Bardhaman,Sandy Soil,Okra
42,12,27,6.4,83,28,1250,750, Bardhaman,Sandy Soil,Okra
50,20,35,6.5,80,30,1200,900, Bardhaman,Sandy Soil,Okra
44,14,29,6.5,80,30,1200,800, Bardhaman,Sandy Soil,Okra
46,16,31,6.7,81,30,1220,820, Bardhaman,Sandy Soil,Okra
49,19,34,6.8,82,31,1280,870, Bardhaman,Sandy Soil,Okra
43,13,28,6.6,83,28,1260,770, Bardhaman,Sandy Soil,Okra
51,21,36,6.7,80.5,30.5,1235,920, Bardhaman,Sandy Soil,Okra
45.5,15.5,30.5,6.6,80.5,30.5,1205,830, Bardhaman,Sandy Soil,Okra
47.5,17.5,32.5,6.8,81.5,31.5,1295,880, Bardhaman,Sandy Soil,Okra
41.5,11.5,26.5,6.5,83.5,28.5,1245,780, Bardhaman,Sandy Soil,Okra
49.5,19.5,34.5,6.7,80.5,30.5,1215,930, Bardhaman,Sandy Soil,Okra
43.5,13.5,28.5,6.7,80.5,30.5,1215,830, Bardhaman,Sandy Soil,Okra
46.5,16.5,31.5,6.9,81.5,30.5,1235,870, Bardhaman,Sandy Soil,Okra
50.5,20.5,35.5,6.8,80.5,30.5,1205,940, Bardhaman,Sandy Soil,Okra
44.5,14.5,29.5,6.9,81.5,30.5,1235,840, Bardhaman,Sandy Soil,Okra
47.5,17.5,32.5,6.7,81,30,1220,890, Bardhaman,Sandy Soil,Okra
41.5,11.5,26.5,6.6,83,28,1250,790, Bardhaman,Sandy Soil,Okra
49.5,19.5,34.5,6.8,80.5,30.5,1215,950, Bardhaman,Sandy Soil,Okra
43.5,13.5,28.5,6.6,80.5,30.5,1215,850, Bardhaman,Sandy Soil,Okra
46.2,16.2,31.2,6.7,81.2,30.2,1232,880, Bardhaman,Sandy Soil,Okra
50.2,20.2,35.2,6.8,80.2,30.2,1202,940, Bardhaman,Sandy Soil,Okra
44.2,14.2,29.2,6.8,80.2,30.2,1202,840, Bardhaman,Sandy Soil,Okra
47.2,17.2,32.2,6.7,81.2,30.2,1222,890, Bardhaman,Sandy Soil,Okra
41.2,11.2,26.2,6.6,83.2,28.2,1252,790, Bardhaman,Sandy Soil,Okra
49.2,19.2,34.2,6.7,80.2,30.2,1212,950, Bardhaman,Sandy Soil,Okra
43.2,13.2,28.2,6.7,80.2,30.2,1212,850, Bardhaman,Sandy Soil,Okra
46.7,16.7,31.7,6.8,81.7,30.7,1237,880, Bardhaman,Sandy Soil,Okra
50.7,20.7,35.7,6.9,80.7,30.7,1207,940, Bardhaman,Sandy Soil,Okra
44.7,14.7,29.7,6.9,80.7,30.7,1207,840, Bardhaman,Sandy Soil,Okra
47.7,17.7,32.7,6.8,81.7,30.7,1227,890, Bardhaman,Sandy Soil,Okra
41.7,11.7,26.7,6.7,83.7,28.7,1257,790, Bardhaman,Sandy Soil,Okra
49.7,19.7,34.7,6.8,80.7,30.7,1217,950, Bardhaman,Sandy Soil,Okra
43.7,13.7,28.7,6.8,80.7,30.7,1217,850, Bardhaman,Sandy Soil,Okra
46.3,16.3,31.3,6.7,81.3,30.3,1233,880, Bardhaman,Sandy Soil,Okra
50.3,20.3,35.3,6.8,80.3,30.3,1203,940, Bardhaman,Sandy Soil,Okra
44.3,14.3,29.3,6.8,80.3,30.3,1203,840, Bardhaman,Sandy Soil,Okra
47.3,17.3,32.3,6.7,81.3,30.3,1223,890, Bardhaman,Sandy Soil,Okra
41.3,11.3,26.3,6.6,83.3,28.3,1253,790, Bardhaman,Sandy Soil,Okra
49.3,19.3,34.3,6.7,80.3,30.3,1213,950, Bardhaman,Sandy Soil,Okra
43.3,13.3,28.3,6.6,80.3,30.3,1213,850, Bardhaman,Sandy Soil,Okra
46.8,16.8,31.8,6.7,81.8,30.8,1238,880, Bardhaman,Sandy Soil,Okra
50.8,20.8,35.8,6.8,80.8,30.8,1208,940, Bardhaman,Sandy Soil,Okra
44.8,14.8,29.8,6.8,80.8,30.8,1208,840, Bardhaman,Sandy Soil,Okra
47.8,17.8,32.8,6.7,81.8,30.8,1228,890, Bardhaman,Sandy Soil,Okra
41.8,11.8,26.8,6.6,83.8,28.8,1258,790, Bardhaman,Sandy Soil,Okra
49.8,19.8,34.8,6.7,80.8,30.8,1218,950, Bardhaman,Sandy Soil,Okra
43.8,13.8,28.8,6.6,80.8,30.8,1218,850, Bardhaman,Sandy Soil,Okra
35,10,25,5.8,85,24,1300,1200, Bardhaman,Sandy Soil,Carrots
38,13,28,5.9,86,24,1390,1250, Bardhaman,Sandy Soil,Carrots
32,8,23,5.5,84,24,1200,1150, Bardhaman,Sandy Soil,Carrots
40,18,30,5.8,85,24,1300,1300, Bardhaman,Sandy Soil,Carrots
34,12,26,5.8,85,24,1300,1180, Bardhaman,Sandy Soil,Carrots
36,11,24,5.7,85,24,1320,1210, Bardhaman,Sandy Soil,Carrots
37,14,27,5.6,86,24,1370,1260, Bardhaman,Sandy Soil,Carrots
33,9,22,5.4,84,24,1180,1130, Bardhaman,Sandy Soil,Carrots
39,19,31,5.9,87,24,1420,1310, Bardhaman,Sandy Soil,Carrots
35,13,25,5.7,86,24,1340,1205, Bardhaman,Sandy Soil,Carrots
41,17,29,6,88,24,1350,1330, Bardhaman,Sandy Soil,Carrots
42,16,28,5.6,85,24,1280,1290, Bardhaman,Sandy Soil,Carrots
43,15,27,5.5,86,24,1375,1285, Bardhaman,Sandy Soil,Carrots
44,14,26,5.8,87,24,1390,1320, Bardhaman,Sandy Soil,Carrots
45,13,25,5.7,86,24,1360,1295, Bardhaman,Sandy Soil,Carrots
46,12,24,5.6,85,24,1320,1280, Bardhaman,Sandy Soil,Carrots
47,11,23,5.5,86,24,1280,1260, Bardhaman,Sandy Soil,Carrots
48,10,22,5.4,87,24,1340,1230, Bardhaman,Sandy Soil,Carrots
49,9,21,5.9,88,24,1420,1275, Bardhaman,Sandy Soil,Carrots
50,8,20,5.8,86,24,1360,1250, Bardhaman,Sandy Soil,Carrots
51,18,30,5.9,87,24,1410,1300, Bardhaman,Sandy Soil,Carrots
52,17,29,5.8,88,24,1370,1270, Bardhaman,Sandy Soil,Carrots
53,16,28,5.7,89,24,1380,1265, Bardhaman,Sandy Soil,Carrots
54,15,27,5.6,90,24,1400,1280, Bardhaman,Sandy Soil,Carrots
55,14,26,5.5,91,24,1390,1310, Bardhaman,Sandy Soil,Carrots
56,13,25,5.4,92,24,1420,1295, Bardhaman,Sandy Soil,Carrots
57,12,24,5.9,93,24,1430,1305, Bardhaman,Sandy Soil,Carrots
58,11,23,5.8,94,24,1380,1285, Bardhaman,Sandy Soil,Carrots
59,10,22,5.7,95,24,1480,1400, Bardhaman,Sandy Soil,Carrots
60,9,21,5.6,96,24,1350,1270, Bardhaman,Sandy Soil,Carrots
61,8,20,5.5,97,24,1360,1280, Bardhaman,Sandy Soil,Carrots
62,19,31,6,98,24,1400,1320, Bardhaman,Sandy Soil,Carrots
63,18,30,5.9,99,24,1390,1305, Bardhaman,Sandy Soil,Carrots
64,17,29,5.8,100,24,1410,1330, Bardhaman,Sandy Soil,Carrots
65,16,28,5.7,101,24,1420,1340, Bardhaman,Sandy Soil,Carrots
66,15,27,5.6,102,24,1430,1350, Bardhaman,Sandy Soil,Carrots
67,14,26,5.5,103,24,1440,1360, Bardhaman,Sandy Soil,Carrots
68,13,25,5.4,104,24,1450,1370, Bardhaman,Sandy Soil,Carrots
40,20,30,6.5,78,28,1200,1100, Bardhaman,Sandy Soil,Tomatoes
42,22,32,6.5,78,28,1290,1150, Bardhaman,Sandy Soil,Tomatoes
38,18,28,6.7,79,29,1300,1050, Bardhaman,Sandy Soil,Tomatoes
45,25,35,6.4,78,27,1200,1200, Bardhaman,Sandy Soil,Tomatoes
39,19,29,6.5,78,28,1200,1080, Bardhaman,Sandy Soil,Tomatoes
41,21,31,6.3,80,28,1220,1120, Bardhaman,Sandy Soil,Tomatoes
43,23,33,6.7,81,29,1240,1180, Bardhaman,Sandy Soil,Tomatoes
37,17,27,6.2,76,27,1190,1030, Bardhaman,Sandy Soil,Tomatoes
46,26,36,6.4,77,27,1250,1220, Bardhaman,Sandy Soil,Tomatoes
40,20,30,6.5,78,28,1230,1100, Bardhaman,Sandy Soil,Tomatoes
42,22,32,6.6,79,29,1210,1150, Bardhaman,Sandy Soil,Tomatoes
38,18,28,6.4,77,27,1200,1050, Bardhaman,Sandy Soil,Tomatoes
45,25,35,6.5,78,28,1190,1200, Bardhaman,Sandy Soil,Tomatoes
39,19,29,6.5,78,28,1200,1080, Bardhaman,Sandy Soil,Tomatoes
44,24,34,6.8,82,29,1260,1240, Bardhaman,Sandy Soil,Tomatoes
47,27,37,6.3,80,28,1220,1130, Bardhaman,Sandy Soil,Tomatoes
49,29,39,6.7,81,29,1240,1170, Bardhaman,Sandy Soil,Tomatoes
48,28,38,6.5,78,28,1190,1190, Bardhaman,Sandy Soil,Tomatoes
50,30,40,6.6,79,29,1210,1160, Bardhaman,Sandy Soil,Tomatoes
52,32,42,6.4,77,27,1200,1040, Bardhaman,Sandy Soil,Tomatoes
51,31,41,6.5,78,28,1230,1140, Bardhaman,Sandy Soil,Tomatoes
53,33,43,6.6,79,29,1210,1170, Bardhaman,Sandy Soil,Tomatoes
55,35,45,6.8,82,29,1260,1210, Bardhaman,Sandy Soil,Tomatoes
54,34,44,6.7,81,29,1240,1180, Bardhaman,Sandy Soil,Tomatoes
56,36,46,6.9,83,30,1270,1220, Bardhaman,Sandy Soil,Tomatoes
58,38,48,6.5,78,28,1190,1180, Bardhaman,Sandy Soil,Tomatoes
57,37,47,6.6,79,29,1210,1160, Bardhaman,Sandy Soil,Tomatoes
59,39,49,6.4,77,27,1200,1070, Bardhaman,Sandy Soil,Tomatoes
60,40,50,6.7,81,29,1240,1190, Bardhaman,Sandy Soil,Tomatoes
62,42,52,6.5,78,28,1190,1160, Bardhaman,Sandy Soil,Tomatoes
61,41,51,6.6,79,29,1210,1130, Bardhaman,Sandy Soil,Tomatoes
63,43,53,6.8,82,29,1260,1200, Bardhaman,Sandy Soil,Tomatoes
32,14,27,5.9,82,31,1320,920, Bardhaman,Sandy Soil,Sweet Potato
33,17,28,6,81,30,1335,980, Bardhaman,Sandy Soil,Sweet Potato
30,13,25,5.7,79,29,1365,890, Bardhaman,Sandy Soil,Sweet Potato
34,16,29,5.8,79,30,1310,970, Bardhaman,Sandy Soil,Sweet Potato
27,12,22,5.8,81,30,1340,910, Bardhaman,Sandy Soil,Sweet Potato
31,14,27,5.9,80,31,1375,920, Bardhaman,Sandy Soil,Sweet Potato
29,10,24,5.7,79,29,1360,890, Bardhaman,Sandy Soil,Sweet Potato
33,15,28,6,82,30,1325,970, Bardhaman,Sandy Soil,Sweet Potato
28,11,23,5.8,80,30,1345,900, Bardhaman,Sandy Soil,Sweet Potato
32,16,26,5.9,81,31,1360,950, Bardhaman,Sandy Soil,Sweet Potato
31,15,27,5.9,82,31,1380,940, Bardhaman,Sandy Soil,Sweet Potato
33,17,28,6,81,30,1330,960, Bardhaman,Sandy Soil,Sweet Potato
30,13,24,5.7,79,29,1365,900, Bardhaman,Sandy Soil,Sweet Potato
34,16,29,5.8,79,30,1320,980, Bardhaman,Sandy Soil,Sweet Potato
27,11,22,5.8,81,30,1345,920, Bardhaman,Sandy Soil,Sweet Potato
31,14,27,5.9,80,31,1385,930, Bardhaman,Sandy Soil,Sweet Potato
29,10,24,5.7,79,29,1370,890, Bardhaman,Sandy Soil,Sweet Potato
33,16,28,6,82,30,1335,960, Bardhaman,Sandy Soil,Sweet Potato
28,11,23,5.8,80,30,1350,910, Bardhaman,Sandy Soil,Sweet Potato
32,15,26,5.9,81,31,1365,950, Bardhaman,Sandy Soil,Sweet Potato
30,14,25,5.8,80,30,1375,940, Bardhaman,Sandy Soil,Sweet Potato
34,18,30,5.9,81,30,1320,1000, Bardhaman,Sandy Soil,Sweet Potato
29,12,23,5.7,79,29,1360,910, Bardhaman,Sandy Soil,Sweet Potato
31,15,27,6,82,31,1390,940, Bardhaman,Sandy Soil,Sweet Potato
33,17,28,5.9,80,30,1340,970, Bardhaman,Sandy Soil,Sweet Potato
30,13,24,5.7,79,29,1375,900, Bardhaman,Sandy Soil,Sweet Potato
34,16,29,5.8,79,30,1320,980, Bardhaman,Sandy Soil,Sweet Potato
27,11,22,5.8,81,30,1345,920, Bardhaman,Sandy Soil,Sweet Potato
31,14,27,5.9,80,31,1385,930, Bardhaman,Sandy Soil,Sweet Potato
29,10,24,5.7,79,29,1370,890, Bardhaman,Sandy Soil,Sweet Potato
33,16,28,6,82,30,1335,960, Bardhaman,Sandy Soil,Sweet Potato
28,11,23,5.8,80,30,1350,910, Bardhaman,Sandy Soil,Sweet Potato
32,15,26,5.9,81,31,1365,950, Bardhaman,Sandy Soil,Sweet Potato
30,14,25,5.8,80,30,1375,940, Bardhaman,Sandy Soil,Sweet Potato
34,18,30,5.9,81,30,1320,1000, Bardhaman,Sandy Soil,Sweet Potato
29,12,23,5.7,79,29,1360,910, Bardhaman,Sandy Soil,Sweet Potato
31,15,27,6,82,31,1385,930, Bardhaman,Sandy Soil,Sweet Potato
33,17,28,5.9,80,30,1340,970, Bardhaman,Sandy Soil,Sweet Potato
45,22,35,6.2,77,26,1200,1500,North 24 Parganas,Alluvial & Red/Yellow Soil,Green Gram
50,25,40,6.4,79,25,1300,1600,North 24 Parganas,Alluvial & Red/Yellow Soil,Green Gram
48,24,38,6.3,78,27,1250,1550,North 24 Parganas,Alluvial & Red/Yellow Soil,Green Gram
52,26,42,6.5,80,24,1350,1650,North 24 Parganas,Alluvial & Red/Yellow Soil,Green Gram
49,23,39,6.4,79,26,1300,1600,North 24 Parganas,Alluvial & Red/Yellow Soil,Green Gram
47,21,33,6.1,76,28,1220,1480,North 24 Parganas,Alluvial & Red/Yellow Soil,Green Gram
53,27,43,6.6,81,23,1370,1700,North 24 Parganas,Alluvial & Red/Yellow Soil,Green Gram
46,20,32,6,75,29,1180,1450,North 24 Parganas,Alluvial & Red/Yellow Soil,Green Gram
51,24,38,6.3,79,26,1280,1570,North 24 Parganas,Alluvial & Red/Yellow Soil,Green Gram
90,55,70,6,76,25,1800,2200,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
95,60,75,6.2,78,24,1850,2250,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
88,50,68,6.1,77,26,1750,2150,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
92,52,72,6.3,79,25,1900,2300,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
90,55,70,6.5,81,24,1850,2250,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
85,48,65,6.2,76,27,1700,2100,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
87,49,67,6.4,78,26,1730,2130,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
93,53,73,6.6,80,24,1920,2320,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
91,51,71,6.5,79,25,1880,2280,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
89,54,69,6.3,77,26,1760,2160,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
94,59,74,6.7,82,23,1870,2270,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
86,47,66,6.1,76,28,1680,2080,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
96,61,76,6.8,83,22,1950,2350,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
84,46,64,6,75,29,1660,2060,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
97,62,77,6.9,84,21,1980,2380,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
82,44,62,5.8,74,30,1620,2020,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
98,63,78,7,85,20,2000,2400,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
83,45,63,5.9,75,28,1640,2040,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
99,64,79,7.1,86,19,2020,2420,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
81,43,61,5.7,73,31,1600,2000,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
100,65,80,7.2,87,18,2040,2440,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
80,42,60,5.6,72,32,1580,1980,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
101,66,81,7.3,88,17,2060,2460,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
79,41,59,5.5,71,33,1560,1960,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
102,67,82,7.4,89,16,2080,2480,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
78,40,58,5.4,70,34,1540,1940,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
103,68,83,7.5,90,15,2100,2500,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
77,39,57,5.3,69,35,1520,1920,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
104,69,84,7.6,91,14,2120,2520,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
76,38,56,5.2,68,36,1500,1900,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
105,70,85,7.7,92,13,2140,2540,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
75,37,55,5.1,67,37,1480,1880,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
106,71,86,7.8,93,12,2160,2560,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
74,36,54,5,66,38,1460,1860,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
107,72,87,7.9,94,11,2180,2580,North 24 Parganas,Alluvial & Red/Yellow Soil,Sugarcane
